Téléchargé sur lestransactions.fr sous Licence CC-BY-NC-SA
ISIN;Société;Déclarant;Date;Nature;Instrument;Prix;Volume;Total;Total en part de la capitalisation (x%);Monnaie;pdf
FR0011027135;PATRIMOINE ET COMMERCE;Eric Duval personne liée à Groupe Duval, Président;2016-12-31;Dation intragroupe;Action;22.66;181948;4122941;1.3562308157894736;Euros;http://www.amf-france.org/technique/multimedia?docId=688d0084-a6e4-4128-bfee-3d728b9cec18&famille=BDIF&bdifId=415164DD7102_2017DD461514
FR0011466069;EKINOPS;FRANCOIS OLLIVIER, Directeur des Operations;2016-12-23;Exercice;BCE;8.004;4198;33600;0.0610923490909091;Euros;http://www.amf-france.org/technique/multimedia?docId=2bce1221-43b0-495b-aeda-d29772812a6d&famille=BDIF&bdifId=015164DD7102_2017DD461510
FR0010411983;SCOR SE;Victor PEIGNET, CEO SCOR GLOBAL P and C;2017-01-04;Cession;Action;33.595;35000;1175825;0.01887662546155081;Euros;http://www.amf-france.org/technique/multimedia?docId=4f6e256f-7ed6-42f1-9df3-04db58ad466e&famille=BDIF&bdifId=494164DD7102_2017DD461494
FR0010411983;SCOR SE;Victor PEIGNET, CEO SCOR GLOBAL P and C;2017-01-04;Exercice;Option d'achat;17.58;35000;615299;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=64c3ea13-8d78-4b15-a5f5-04b5451bc307&famille=BDIF&bdifId=394164DD7102_2017DD461493
FR0012650166;ELECTRO POWER SYSTEMS SA;massimo prelz oltramonti, chairman;2016-06-15;Acquisition;Action;4.363;6500;28359;0.05671900000000001;Euros;http://www.amf-france.org/technique/multimedia?docId=6a709db9-176d-45b8-ab8a-081ce889f1e6&famille=BDIF&bdifId=368164DD7102_2017DD461863
FR0012650166;ELECTRO POWER SYSTEMS SA;massimo prelz oltramonti, chairman;2016-06-10;Acquisition;Action;4.4968;2300;10342;0.020685280000000004;Euros;http://www.amf-france.org/technique/multimedia?docId=26426d20-3ff6-4ed1-802f-60dfe8cdfa5b&famille=BDIF&bdifId=068164DD7102_2017DD461860
FR0012650166;ELECTRO POWER SYSTEMS SA;massimo prelz oltramonti, chairman;2016-06-09;Acquisition;Action;4.4464;1000;4446;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=bcfe7bcd-ff2f-4d34-82e3-032a5aef86c7&famille=BDIF&bdifId=958164DD7102_2017DD461859
FR0012650166;ELECTRO POWER SYSTEMS SA;massimo prelz oltramonti, chairman;2016-06-08;Acquisition;Action;4.5881;1200;5505;0.01101144;Euros;http://www.amf-france.org/technique/multimedia?docId=3abea776-99f6-47ea-86a3-77d1fd595a80&famille=BDIF&bdifId=758164DD7102_2017DD461857
FR0012650166;ELECTRO POWER SYSTEMS SA;massimo prelz oltramonti, chairman;2016-06-07;Acquisition;Action;4.62;5500;25410;0.05082;Euros;http://www.amf-france.org/technique/multimedia?docId=49a1cb47-c9cb-4113-aeb9-67356a2c9bd6&famille=BDIF&bdifId=658164DD7102_2017DD461856
FR0012650166;ELECTRO POWER SYSTEMS SA;massimo prelz oltramonti, chairman;2016-06-06;Acquisition;Action;4.7037;3500;16462;0.0329259;Euros;http://www.amf-france.org/technique/multimedia?docId=aec36969-fad6-41fd-b515-732adc9fabe3&famille=BDIF&bdifId=358164DD7102_2017DD461853
FR0000054694;NATUREX;SOCIETE FINANCIERE DES SUCRES , Actionnaire, personne morale liée à Olivier et Paul Lippens, administrateurs;2017-01-03;Acquisition;Action;84.0;62;5208;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=e45a368a-2b44-4c4b-90d2-bb4dc0bb5904&famille=BDIF&bdifId=258164DD7102_2017DD461852
FR0000054694;NATUREX;SOCIETE FINANCIERE DES SUCRES , Actionnaire, personne morale liée à Olivier et Paul Lippens, administrateurs;2017-01-05;Acquisition;Action;83.5018;143;11940;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=e45a368a-2b44-4c4b-90d2-bb4dc0bb5904&famille=BDIF&bdifId=258164DD7102_2017DD461852
FR0000054694;NATUREX;SOCIETE FINANCIERE DES SUCRES , Actionnaire, personne morale liée à Olivier et Paul Lippens, administrateurs;2017-01-06;Acquisition;Action;83.8901;169;14177;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=e45a368a-2b44-4c4b-90d2-bb4dc0bb5904&famille=BDIF&bdifId=258164DD7102_2017DD461852
FR0000054694;NATUREX;SGD , Actionnaire, personne morale liée à Olivier et Paul Lippens, administrateurs;2017-01-03;Acquisition;Action;84.0;188;15792;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=77f57779-6eba-41f9-a7de-6a3314badaff&famille=BDIF&bdifId=158164DD7102_2017DD461851
FR0000054694;NATUREX;SGD , Actionnaire, personne morale liée à Olivier et Paul Lippens, administrateurs;2017-01-05;Acquisition;Action;83.5018;430;35905;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=77f57779-6eba-41f9-a7de-6a3314badaff&famille=BDIF&bdifId=158164DD7102_2017DD461851
FR0000054694;NATUREX;SGD , Actionnaire, personne morale liée à Olivier et Paul Lippens, administrateurs;2017-01-06;Acquisition;Action;83.8901;508;42616;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=77f57779-6eba-41f9-a7de-6a3314badaff&famille=BDIF&bdifId=158164DD7102_2017DD461851
FR0012650166;ELECTRO POWER SYSTEMS SA;massimo prelz oltramonti, chairman;2015-12-09;Acquisition;Action;6.8;15000;102000;0.204;Euros;http://www.amf-france.org/technique/multimedia?docId=d3aace80-65b0-4342-a2bd-b3deb8e0613f&famille=BDIF&bdifId=748164DD7102_2017DD461847
FR0012650166;ELECTRO POWER SYSTEMS SA;massimo prelz oltramonti, chairman;2015-04-20;Acquisition;Action;7.3;47945;349998;0.699997;Euros;http://www.amf-france.org/technique/multimedia?docId=5e0c0f19-4686-4275-8f1c-59cafb613ccb&famille=BDIF&bdifId=648164DD7102_2017DD461846
FR0012650166;ELECTRO POWER SYSTEMS SA;massimo prelz oltramonti, chairman;2015-12-23;Acquisition;Action;4.75;110000;522500;1.045;Euros;http://www.amf-france.org/technique/multimedia?docId=6f79360d-f080-4cff-8825-9c7345d642a9&famille=BDIF&bdifId=348164DD7102_2017DD461843
FR0010377127;DIETSWELL;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-05;Cession;Action;0.92;8170;7516;0.150328;Euros;http://www.amf-france.org/technique/multimedia?docId=caf9a5f8-930c-4daa-9bf2-4cd25c7e9726&famille=BDIF&bdifId=148164DD7102_2017DD461841
FR0010907956;CARMAT;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-05;Cession;Action;29.8328;496;14797;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=17e53092-f29a-48f7-8fb2-bb1005cbc4a5&famille=BDIF&bdifId=048164DD7102_2017DD461840
FR0010879056;DEINOVE;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-05;Cession;Action;2.3781;41986;99846;0.5255100347368421;Euros;http://www.amf-france.org/technique/multimedia?docId=7c3fb6d8-5583-433e-9757-15c69564e5ad&famille=BDIF&bdifId=938164DD7102_2017DD461839
FR0012333284;ABIVAX;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-05;Cession;Action;6.5479;17370;113737;0.22301377058823532;Euros;http://www.amf-france.org/technique/multimedia?docId=6558f0bf-585b-407a-8ada-568bd8b7d771&famille=BDIF&bdifId=838164DD7102_2017DD461838
FR0000054470;UBISOFT ENTERTAINMENT;Christine BURGESS, Directeur General adjoint;2017-01-02;Cession;Action;34.0104;6480;220387;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=a4360679-498a-4385-929e-ce5e4d612ecf&famille=BDIF&bdifId=738164DD7102_2017DD461837
FR0000054470;UBISOFT ENTERTAINMENT;Christine BURGESS, Directeur General adjoint;2017-01-02;Acquisition;Option d'achat;8.6684;3110;26958;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=a4360679-498a-4385-929e-ce5e4d612ecf&famille=BDIF&bdifId=738164DD7102_2017DD461837
FR0000120271;TOTAL S.A.;NAMITA SHAH, Membre du Comité exécutif;2017-01-05;Acquisition;"&#160;FIE - TOTAL ACTIONNARIAT France";48.8866;541;26494;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=a66bd370-9d1a-4493-b3ea-65bc409cca07&famille=BDIF&bdifId=438164DD7102_2017DD461834
FR0000120271;TOTAL S.A.;PHILIPPE SAUQUET, Membre du Comité exécutif;2017-01-05;Acquisition;"&#160;FIE - TOTAL ACTIONNARIAT France";48.8855;6255;305797;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=2d3ba75e-adfa-4919-a000-868ab6154ffe&famille=BDIF&bdifId=238164DD7102_2017DD461832
FR0000120271;TOTAL S.A.;PATRICK POUYANNE, Membre du Comité exécutif;2017-01-05;Acquisition;"&#160;FIE - TOTAL ACTIONNARIAT France";48.8811;4746;232006;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=4cbb4cda-e267-4f5e-9ab2-f53b02c4771e&famille=BDIF&bdifId=138164DD7102_2017DD461831
FR0000120271;TOTAL S.A.;BERNARD PINATEL, Membre du Comité exécutif;2017-01-05;Acquisition;"&#160;FIE - TOTAL ACTIONNARIAT France";48.8866;416;20372;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=edb42b69-eabd-4187-98dc-e1d453523dd1&famille=BDIF&bdifId=038164DD7102_2017DD461830
FR0000120271;TOTAL S.A.;MOMAR NGUER, Membre du Comité exécutif;2017-01-05;Acquisition;"&#160;FIE - TOTAL ACTIONNARIAT France";48.8922;1357;66370;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=b32fd2a9-c4ff-464e-b0f6-97fee4666f19&famille=BDIF&bdifId=928164DD7102_2017DD461829
FR0000120271;TOTAL S.A.;PATRICK DE LA CHEVARDIERE, Membre du Comité exécutif;2017-01-05;Acquisition;"&#160;FIE - TOTAL ACTIONNARIAT France";48.8885;931;45557;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=03cf811b-cd98-4464-aa55-953f9f42eb77&famille=BDIF&bdifId=828164DD7102_2017DD461828
FR0000120271;TOTAL S.A.;ARNAUD BREUILLAC, Membre du Comité exécutif;2017-01-05;Acquisition;"&#160;FIE - TOTAL ACTIONNARIAT France";48.8866;965;47176;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=c239e023-f154-47f5-8b19-5883f79b8108&famille=BDIF&bdifId=728164DD7102_2017DD461827
FR0000130452;EIFFAGE;Max Roche, Directeur Général Adjoint;2017-01-06;Cession;Parts de FCPE d'actionnairai salarié et de SICAVAS;67.1;711;47708;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=f824224d-cf42-41b8-9f47-c99d81a16271&famille=BDIF&bdifId=618164DD7102_2017DD461816
FR0004034593;FASHION BEL AIR;SITRUK FRANCK, ADMINISTRATEUR;2016-11-28;Acquisition;Action;0.6518;9223;6011;0.05009626166666667;Euros;http://www.amf-france.org/technique/multimedia?docId=82584f01-0373-4bb4-ae62-c72f0f2e0c24&famille=BDIF&bdifId=927164DD7102_2017DD461729
FR0004034593;FASHION BEL AIR;SITRUK FRANCK, ADMINISTRATEUR;2016-11-28;Cession;Action;0.69;6069;4187;0.03489675;Euros;http://www.amf-france.org/technique/multimedia?docId=66dd7820-f130-4243-941b-b43ed9cf6253&famille=BDIF&bdifId=727164DD7102_2017DD461727
FR0010380626;PROLOGUE;GEORGES SEBAN personne liée à CONTIMELEC, PDG;2016-12-22;Cession;Action;0.68;5000;3400;0.010625000000000002;Euros;http://www.amf-france.org/technique/multimedia?docId=d3a0aa5f-4066-46a6-a683-fa8ceacf54ab&famille=BDIF&bdifId=607164DD7102_2017DD461706
FR0010380626;PROLOGUE;GEORGES SEBAN personne liée à CONTIMELEC, PDG;2016-12-20;Cession;Action;0.7;5000;3500;0.0109375;Euros;http://www.amf-france.org/technique/multimedia?docId=02f6041c-982d-4997-bfbb-e1bede8f5b37&famille=BDIF&bdifId=507164DD7102_2017DD461705
FR0010380626;PROLOGUE;GEORGES SEBAN personne liée à CONTIMELEC, PDG;2016-12-19;Cession;Action;0.68;5000;3400;0.010625000000000002;Euros;http://www.amf-france.org/technique/multimedia?docId=ff99557e-7470-4a41-bdd1-6a4444927744&famille=BDIF&bdifId=407164DD7102_2017DD461704
FR0004175099;TRONIC'S MICROSYSTEMS S.A.;ASTER CAPITAL PARTNERS SAS SAS, ancien Membre du conseil de surveillance;2016-12-30;Cession;Action;13.2;232131;3064129;6.3836025;Euros;http://www.amf-france.org/technique/multimedia?docId=e0dad302-c6e1-4b0a-8079-1f2d88f39530&famille=BDIF&bdifId=307164DD7102_2017DD461703
FR0000120859;IMERYS;Blue Crest Holding SA Société Anonyme personne morale liée à Ulysses Kyriacopoulos, Admnistrateur;2017-01-06;Swap sur rendement total (Total Return Equity Swap);Swap sur rendement total (Total Return Equity Swap);71.84;1004323;72150578;1.2160893087476823;Euros;http://www.amf-france.org/technique/multimedia?docId=c3849da6-eb1a-4d1a-9fdf-05fbd27607d6&famille=BDIF&bdifId=111264DD7102_2017DD462111
FR0010879056;DEINOVE;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-06;Cession;Action;2.3165;41814;96862;0.5098006894736842;Euros;http://www.amf-france.org/technique/multimedia?docId=96584017-9895-4b6a-ba16-9879ac98d233&famille=BDIF&bdifId=590264DD7102_2017DD462095
FR0000121709;SEB S.A.;Bertrand NEUSCHWANDER, Directeur Général Délégué;2016-12-01;Exercice;Option d'achat;53.86;1900;102334;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=d83d1f62-6b3c-4932-939c-cf6e56929779&famille=BDIF&bdifId=490264DD7102_2017DD462094
FR0012333284;ABIVAX;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-06;Cession;Action;6.7476;12729;85890;0.16841215764705883;Euros;http://www.amf-france.org/technique/multimedia?docId=f2511d4c-a5ac-4d80-92b5-379bf540d0d0&famille=BDIF&bdifId=390264DD7102_2017DD462093
FR0000053142;FAIVELEY TRANSPORT;"Lilian Leroux, Président Brakes &amp; Safety";2016-12-28;Exercice;Option de souscription;54.91;3882;213160;0.014422234100135317;Euros;http://www.amf-france.org/technique/multimedia?docId=1714ab8a-a99f-4738-9e22-452c2c57cd3d&famille=BDIF&bdifId=940264DD7102_2017DD462049
FR0004034593;FASHION BEL AIR;SITRUK FRANCK, ADMINISTRATEUR;2017-01-03;Cession;Action;0.68;5000;3400;0.02833333333333334;Euros;http://www.amf-france.org/technique/multimedia?docId=d3de599c-3c74-45fc-8117-7910d09582a6&famille=BDIF&bdifId=140264DD7102_2017DD462041
FR0004034072;XILAM ANIMATION;MARC DU PONTAVICE, Président Directeur Général;2017-01-05;Cession;Action;14.0281;1869;26218;0.062425045000000005;Euros;http://www.amf-france.org/technique/multimedia?docId=79ffa7bc-15ec-48b5-a009-ec3cc5d14ae6&famille=BDIF&bdifId=710264DD7102_2017DD462017
FR0004034072;XILAM ANIMATION;MARC DU PONTAVICE, Président Directeur Général;2017-01-06;Cession;Action;13.7942;17357;239425;0.5700617366666666;Euros;http://www.amf-france.org/technique/multimedia?docId=79ffa7bc-15ec-48b5-a009-ec3cc5d14ae6&famille=BDIF&bdifId=710264DD7102_2017DD462017
FR0004034072;XILAM ANIMATION;MARC DU PONTAVICE, Président Directeur Général;2017-01-09;Cession;Action;12.9394;8944;115729;0.2755476038095238;Euros;http://www.amf-france.org/technique/multimedia?docId=79ffa7bc-15ec-48b5-a009-ec3cc5d14ae6&famille=BDIF&bdifId=710264DD7102_2017DD462017
FR0000120271;TOTAL S.A.;ARNAUD BREUILLAC, Directeur EP - membre Comex;2016-12-16;Cession;Option d'achat;47.625;12500;595312;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=bd09e83e-9a22-4dfb-87cf-5041510456ee&famille=BDIF&bdifId=000264DD7102_2017DD462000
FR0004155687;MASTRAD;MASTRAD sa, Président directeur général;2016-12-29;Cession;Action;0.72;20000;14400;0.36;Euros;http://www.amf-france.org/technique/multimedia?docId=0120fb63-2b6f-4cff-931e-5b9a6556a450&famille=BDIF&bdifId=089164DD7102_2017DD461980
FR0000054694;NATUREX;SOCIETE FINANCIERE DES SUCRES , Actionnaire, personne morale liée à Olivier et Paul Lippens, administrateurs;2017-01-04;Acquisition;Action;83.5784;438;36607;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=ff69488e-d63e-48c7-95bd-b4fc13659352&famille=BDIF&bdifId=949164DD7102_2017DD461949
FR0000054694;NATUREX;SGD , Actionnaire, personne morale liée à Olivier et Paul Lippens, administrateurs;2017-01-04;Acquisition;Action;83.5784;1312;109654;0.013793064251572328;Euros;http://www.amf-france.org/technique/multimedia?docId=06193665-5e1d-4087-9d35-32cd40e16ac2&famille=BDIF&bdifId=749164DD7102_2017DD461947
FR0004527638;EXEL INDUSTRIES;Franck BALLU, DGD;2017-01-09;Cession;Action;79.25;300;23775;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=67f90824-406e-4031-913c-81fb635fb71e&famille=BDIF&bdifId=639164DD7102_2017DD461936
FR0004527638;EXEL INDUSTRIES;Franck BALLU, DGD;2017-01-06;Cession;Action;77.83;360;28018;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=7642b638-b256-436f-83cf-6edd1b8cd807&famille=BDIF&bdifId=539164DD7102_2017DD461935
FR0000062804;ALPHA MOS;Helene Reltgen, Director;2016-12-16;Acquisition;Action;0.5;6000;3000;0.02;Euros;http://www.amf-france.org/technique/multimedia?docId=68bc95bb-c728-46f9-aa5e-2d7c8f9f8b42&famille=BDIF&bdifId=439164DD7102_2017DD461934
FR0000120271;TOTAL S.A.;ARNAUD BREUILLAC, Directeur EP - membre Comex;2016-12-16;levee SO;Option d'achat;39.9;12500;498750;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=e75609e7-854c-477b-92b7-03650a3aac4a&famille=BDIF&bdifId=929164DD7102_2017DD461929
FR0010451203;REXEL;William R. KELLY personne liée à MARIA RICHTER, ADMINISTRATEUR;2017-01-06;Acquisition;Action;16.8253;33650;566182;0.011419566623477208;Dollars;http://www.amf-france.org/technique/multimedia?docId=bbec8b01-a96e-45c0-a10a-3f36de70e94d&famille=BDIF&bdifId=642264DD7102_2017DD462246
BE0974302342;PHARMASIMPLE;Michael WILLEMS, Président Directeur Général;2017-01-10;Acquisition;Action;10.0;140;1400;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=7ca32dbd-98e0-4cfd-a335-54f8ff408c9b&famille=BDIF&bdifId=342264DD7102_2017DD462243
FR0000131104;BNP PARIBAS;Laurence PARISOT, Administrateur;2016-05-03;Acquisition;Action;46.54;500;23270;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=63b6d1a1-bb7b-40c8-a77a-064d351a012d&famille=BDIF&bdifId=142264DD7102_2017DD462241
FR0000131104;BNP PARIBAS;Laurence PARISOT, Administrateur;2011-08-12;Acquisition;Action;37.2;395;14694;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=65438890-b876-4742-9143-dd285179ff6e&famille=BDIF&bdifId=042264DD7102_2017DD462240
FR0010278762;ENVIRONNEMENT SA;DANIEL MOULENE, Administrateur;2016-12-19;Cession;Action;58.8;500;29400;0.02854368932038835;Euros;http://www.amf-france.org/technique/multimedia?docId=fed2efa0-02ed-4c1d-a3a5-4ca6db29490b&famille=BDIF&bdifId=632264DD7102_2017DD462236
FR0010879056;DEINOVE;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-09;Cession;Action;2.44;119721;292119;1.5374696842105262;Euros;http://www.amf-france.org/technique/multimedia?docId=5318ffb8-2b18-48ec-8586-fdd51a7753ee&famille=BDIF&bdifId=032264DD7102_2017DD462230
FR0010377127;DIETSWELL;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-09;Cession;Action;0.9;2419;2177;0.043542;Euros;http://www.amf-france.org/technique/multimedia?docId=d6f689c9-3bd3-4ab3-aa97-7ca46e58ef57&famille=BDIF&bdifId=922264DD7102_2017DD462229
FR0012333284;ABIVAX;TRUFFLE CAPITAL SAS SAS, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-10;Cession;Action;6.7596;22669;153233;0.30045759294117647;Euros;http://www.amf-france.org/technique/multimedia?docId=2387dfbb-15ba-4d87-8d6b-a3fe6f510ed1&famille=BDIF&bdifId=602264DD7102_2017DD462206
FR0010259150;IPSEN SA;Philippe Robert-Gorsse, EVP franchise de spécialiités;2017-01-09;Cession;Action;71.3;3330;237429;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=b9c549f8-8476-4660-a490-97893406f9cf&famille=BDIF&bdifId=431264DD7102_2017DD462134
FR0012333284;ABIVAX;TRUFFLE CAPITAL SAS sas, MEMBRE DU CONSEIL D'ADMINISTRATION;2017-01-11;Cession;Action;6.4785;3009;19493;0.038223150000000004;Euros;http://www.amf-france.org/technique/multimedia?docId=090a8f8e-625e-40ce-82b3-620a7bfab5f9&famille=BDIF&bdifId=793264DD7102_2017DD462397
FR0000054694;NATUREX;SOCIETE FINANCIERE DES SUCRES , Actionnaire, personne morale liée à Olivier et Paul Lippens, administrateurs;2017-01-09;Acquisition;Action;83.5812;250;20895;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=943e633d-252f-4e80-8403-a4714808390c&famille=BDIF&bdifId=193264DD7102_2017DD462391
FR0000054694;NATUREX;SOCIETE FINANCIERE DES SUCRES , Actionnaire, personne morale liée à Olivier et Paul Lippens, administrateurs;2017-01-10;Acquisition;Action;83.4213;250;20855;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=943e633d-252f-4e80-8403-a4714808390c&famille=BDIF&bdifId=193264DD7102_2017DD462391
FR0000054694;NATUREX;SOCIETE FINANCIERE DES SUCRES , Actionnaire, personne morale liée à Olivier et Paul Lippens, administrateurs;2017-01-11;Acquisition;Action;83.4745;250;20868;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=943e633d-252f-4e80-8403-a4714808390c&famille=BDIF&bdifId=193264DD7102_2017DD462391
FR0000054694;NATUREX;SGD , Actionnaire, personne morale liée à Olivier et Paul Lippens, administrateurs;2017-01-09;Acquisition;Action;83.5812;750;62685;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=9420ac1b-9c21-4999-b90f-a2cea53f658c&famille=BDIF&bdifId=983264DD7102_2017DD462389
FR0000054694;NATUREX;SGD , Actionnaire, personne morale liée à Olivier et Paul Lippens, administrateurs;2017-01-10;Acquisition;Action;83.4213;750;62565;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=9420ac1b-9c21-4999-b90f-a2cea53f658c&famille=BDIF&bdifId=983264DD7102_2017DD462389
FR0000054694;NATUREX;SGD , Actionnaire, personne morale liée à Olivier et Paul Lippens, administrateurs;2017-01-11;Acquisition;Action;83.4745;750;62605;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=9420ac1b-9c21-4999-b90f-a2cea53f658c&famille=BDIF&bdifId=983264DD7102_2017DD462389
